,sentence,category,label,race
9007,everyone call wassup wassup niggah,hate_speech,0,0
5381,faggot,hate_speech,0,1
1420,moffettmm final walkin campus own place queer,hate_speech,0,3
8355,stand bitch ass niggas,hate_speech,0,0
10050,sayin drinkin everyday friend hit get to case faggot turn down free beer,hate_speech,0,0
1438,niggaimtatte cowboy win game regular season playoff trash lol hate ass nigga,hate_speech,0,0
9063,fat fucking funky nasty ass hoe,hate_speech,0,0
16618,nekkohbk stop care mcm notice dyke choose,hate_speech,0,1
9418,hit off cunt that s foot sideways cunt army lol dini care yous fuckin laughable,hate_speech,0,3
7257,vinny vicious faggot know weren friend,hate_speech,0,1
23457,faggot cover face emoji,hate_speech,0,3
17022,rakwonogod hoe church wasn bust wide open niggas,hate_speech,0,0
15516,honey gotbunn stblocjeremiah lmfaoo dolo do not niggas amp old hoe fuck,hate_speech,0,0
11391,sick nigger,hate_speech,0,3
13213,bitch drop down niggah,hate_speech,0,0
21102,fuckeveryword fuck backtrack wait fuck faggot,hate_speech,0,3
9153,nigga rapist hoe dumb daniellathepimp melt http rrrozn bdy,hate_speech,0,0
4156,morbidmermaid swear god nigger well hang work hype,hate_speech,0,0
3906,leonbaptist idk mouthy spic welfare kid baby daddy,hate_speech,0,3
9714,ain shit girl bitch nigga,hate_speech,0,0
20261,ugiycutie three four many nigger store,hate_speech,0,3
9276,fuck niggah weak can not tell freak,hate_speech,0,0
4760,stephyrae big faggot world,hate_speech,0,3
6602,lucas wright michaelgt faggot,hate_speech,0,1
11345,weird faggot,hate_speech,0,3
6978,saucygyro back nigger music decent,hate_speech,0,1
9695,eva ask nicca dey sum fake designer frm,hate_speech,0,0
4356,oskzilla fuck fag,hate_speech,0,1
3597,jaibrook faggot,hate_speech,0,1
5530,aravosis jump ball less dick wad conservative feminist disabled vet bitch wish luck capital dloesch,hate_speech,0,3
6178,iowahawkblog jjauthor davidmasciotra boot camp active liberal pussy,hate_speech,0,3
1633,bitchbuh shoot nigga shorty bitch,hate_speech,0,0
6955,salomanizor faggot http ldfaa,hate_speech,0,1
7770,ankle saina faal martian mulah hood bitch weave bad thing weave touch ashy ankle,hate_speech,0,0
6378,kcsnowwhite samsaunders don forget nappy headed butt ugly bitch marry muslim,hate_speech,0,0
23358,fuck bitch little hoe,hate_speech,0,1
11987,mock halftime america bout wake america radical leftist run country http eyi,hate_speech,0,3
23858,leave hot car die bitch,hate_speech,0,1
11862,full moon crazyasshole full force talk muzzie liberal mood oblige,hate_speech,0,3
24265,niggas ain playin gram defense man george tell these bitch ass niggas man,hate_speech,0,0
16912,pluggedinpiff green azz niggas amp you all new bitch condone dat sucka activity dat doin,hate_speech,0,0
8046,bitch fuck nigga pussy,hate_speech,0,0
7352,yawlknow hoskinsty these redneck none fire light,hate_speech,0,3
18477,missvain lmfaooooo sirturn lmaoo that s waddupivy dougie yamme coon beat boxing,hate_speech,0,0
23724,coon,hate_speech,0,0
9670,happy first college nigger morbidmermaid,hate_speech,0,3
5964,femalejokerhoee yeah suck fag nevermind fag nfl,hate_speech,0,1
6641,matt chu ryanriehle agree take ethiopian starvin look nigg ass back africa buyfoodlittleguy,hate_speech,0,0
14728,cloutgod horrible rapper tyga trash rapper want yellow nigga corn cob smack mom hear,hate_speech,0,0
6819,patrickstpierre fucking faggot,hate_speech,0,1
13802,people live thenetherland unwashed trash,hate_speech,0,3
5512,amandabyne clothe look cute dyke,hate_speech,0,1
15501,hobokarl man ramble retarded woman trashy tipsy lawless lustful http,hate_speech,0,3
24314,omg saddybey fat bitch http ptnszx nid,hate_speech,0,1
3210,fugazi leave beaner retard,hate_speech,0,1
2946,darealalexinla woody afc rodriguez nig fun watch admit ebola boy speak break spanish lol,hate_speech,0,3
1097,alexadelsanter awkward fag corleyhuff vitchhhh http hudoha yqe wonder awesome tank,hate_speech,0,3
7168,theshardyrebel faggot,hate_speech,0,3
6468,kieffer jason lame pussy ass didn show fuck talk bout scary ass white boy,hate_speech,0,0
8105,black bitch don kickin school bitch comin wit durag head shit,hate_speech,0,0
832,faggot merely scientific indicator wrong celebrate unique indiviual cancer,hate_speech,0,3
23246,jiggaboo,hate_speech,0,3
24091,ion speak flaw niggas thirsty hoes boyyyyyy look,hate_speech,0,0
14760,comp lowkey call faggot faggot,hate_speech,0,1
799,westvirginia full white trash,hate_speech,0,3
9057,fat ass hoe hold machine,hate_speech,0,0
16421,melecht apartheid cut card pedestrian check show freedom paper darkie,hate_speech,0,3
19229,iceyy hate hoe ass people,hate_speech,0,0
8402,celtic mean white trash someone celtic mean white trash,hate_speech,0,3
16131,lady blahblah furrybah paypay voice sbaby life hoe everybody nigga,hate_speech,0,0
7390,zeitgeistbabe hear bill like trailer trash lincromero jtstover theobamadiary rebhug loriisright,hate_speech,0,3
19518,lightskin chink vine funny shit many nigger store https rujtkei,hate_speech,0,0
19358,jezzzz ginga snap jezzzz shitpussiessay jessica afraid slit throat ritenourschool barackobama,hate_speech,0,3
19367,jjauthor ghetto drive liberal ideology forge union amp bankrupt self serve dem catering parasite tcot http,hate_speech,0,3
625,ayo kill handicap crippled bitch look scalp real close triple six,hate_speech,0,3
20325,wisdom spew stupid redneck animal husbandry mean hitch blue tick hound misty,hate_speech,0,3
19332,jaymesshaylan fuuck jalens slow bitch,hate_speech,0,1
3860,kuntakayne see ignorant illiterate piece shit life bring natl guard amp disperse trash bassem masri,hate_speech,0,3
2456,anony turntolive tweenki wrong nigger causung mischief among own people,hate_speech,0,3
11284,sell iphone mac don support faggot,hate_speech,0,1
6630,marclamonthill mention call nigger wrong witch agree amp bossy wrong call pimp,hate_speech,0,1
4714,slimgirl probz das calld usen brain retard whoop ass front police,hate_speech,0,0
17128,rollingwithtrin many nigger store knowwww steal,hate_speech,0,3
24333,lesbians nip pierce,hate_speech,0,3
2976,datboyrayt support lesbian support faggot difference,hate_speech,0,1
4919,theerniie little bitch,hate_speech,0,3
5601,bellaangeletti fag,hate_speech,0,1
20046,sorryimalex call faggot buy girl tom go to fuck person ass,hate_speech,0,1
731,iowa full white trash,hate_speech,0,3
4125,mimistheone stop troll creepy ass cracker,hate_speech,0,0
16679,nohoesnextdoor claim macklemore favorite rapper assuming watch wnba free faggot,hate_speech,0,3
3525,itskeeshkapeesh yourself faggot buy dictionary,hate_speech,0,1
16887,peterpandacat savanigga sav fag,hate_speech,0,3
6833,phreshagu yeah right mexican bring family hoe finna pack,hate_speech,0,1
12295,lrg ass nigguh,hate_speech,0,0
13755,pantera alone http srn chrisrock pussy boy crush,hate_speech,0,1
21264,trust say jesuschrist kill faggot come back life age spartacus rome,hate_speech,0,3
2324,samanthakay good enough fag,hate_speech,0,3
4609,snakehaid wsaleen rducppp synnseer rebelgirl profile armed nigger,hate_speech,0,3
3672,joedouglas guess blaspheme allah pos muzzie huh jewjitsugrl efilnikcufecin darknight,hate_speech,0,1
18600,aychmoore teachers abuse position teach discipline cunt cunt,hate_speech,0,3
4607,smasey faggot,hate_speech,0,3
12845,michael sam cut prove fag don belong football nfl heterosexual sport heterosexual,hate_speech,0,3
18087,woody afc see great chimpout summer middle aged salvadoran old son waste beaner metlife,hate_speech,0,3
12176,watch scene zero dark thirty pop osama bitch ass,hate_speech,0,0
19777,obeyyreggie stfu hoe tedddydgaf proud african proud african proud white racist,hate_speech,0,0
15738,jakewaller someone account think wow faggot same unfollow,hate_speech,0,3
8011,trend vine act woman niggas couldn wait faggots http dkvnjmcarz,hate_speech,0,3
8226,bullet nigguh tru jean,hate_speech,0,0
16329,mafreedom do not connection legitimize queer lifestyle increase std sexual deviancy,hate_speech,0,3
18020,waavylee ball ashy yattabe trelaire real woman http dbqh real faggot let smh,hate_speech,0,0
2691,brizgotti these new nigga hipster hypebeast love these faggot ass bright color nike keep give want smh,hate_speech,0,0
14838,cuzimdaddy foot inch dis wrong fuck wit lame nigga lame bitch,hate_speech,0,0
11398,start meek nig lil arrogant,hate_speech,0,0
14566,phil man try eat kylegotjoke nigga bitch show nothin http,hate_speech,0,0
9346,fuk wit real nicca,hate_speech,0,0
18427,asslxrd inner nigger coming,hate_speech,0,3
6514,kitten nugget stfu dyke look hoe,hate_speech,0,0
16325,maniac larryx floydmayweather go to happen coward nigger gets light know pac sign tmt,hate_speech,0,1
23817,fat bitch fat bitch heeeey,hate_speech,0,0
4758,stephyrae faggot,hate_speech,0,0
20274,veeveeveeveevee obama call press conference amp slit joe bidens neck live show these cracker mean business,hate_speech,0,3
10122,fuck bitch niggas desert dick,hate_speech,0,0
5832,delaney guinan good job texte back faggot,hate_speech,0,1
2680,brenddan wow comin back bitch niggas,hate_speech,0,0
10182,flow temple nuttin dat jew wit funky hair tell subhuman tell ain human den monkey,hate_speech,0,0
12244,kip tokuda yellow guy work niggerize seattle die bad pos hiding wing replace,hate_speech,0,3
17445,stevestfler faggot change name bday bday tweet be not nigga fuck birthday,hate_speech,0,0
833,firefighter job white trash,hate_speech,0,3
8990,spic cop losangele loyal latinking,hate_speech,0,1
19955,bitchy bitch fallin inlove niggass amp new bitch amp try new nigga try forget,hate_speech,0,0
24099,mean follow order subordinate sue dyke,hate_speech,0,3
2499,auste talk faggot nicely way fag,hate_speech,0,1
19260,iowahawkblog love cripple look these fucking cripple goddamit people person https xpmlx,hate_speech,0,1
13508,omg frannyhilison pattiemallette ugly faggot bad mother kill yourself robin williams,hate_speech,0,1
7246,valonfox hell blk stop sayin nigger america,hate_speech,0,0
5212,yeiiowbang hate faggot corny,hate_speech,0,1
16089,kxrxsxb person say look think retarded stfu stupidbitche,hate_speech,0,3
20671,seem colored folk gettin way sayin,hate_speech,0,0
4725,softestmuffin tee torahblaze well be not christian slave brainwash black spook miss white man unlike yoself devil,hate_speech,0,0
6058,hand tex drapermark humans evil man cut tusk these beautiful animal chink think hard,hate_speech,0,3
4396,pecan obeymy realness dryer bad ass eye fag,hate_speech,0,1
4548,rileycooper nigger fighter huh,hate_speech,0,1
777,southcarolina full white trash,hate_speech,0,3
10059,wake new shit fuck bitch shit,hate_speech,0,0
9295,fuck niggas go to mfka thing bitch ass wack ass nigga fake ass people,hate_speech,0,0
4131,misplace momma whitey got pay preparation,hate_speech,0,0
15175,feelinyurthroat don watch beta watch bitch nigga,hate_speech,0,1
12641,look coon ass nigga stand damn toilet look manhood http wypsnrlu,hate_speech,0,0
15706,jharmelink fox cunt,hate_speech,0,3
22922,think these niggas these kid fucking ugly bitch,hate_speech,0,0
8106,black cop want kill white citizen spic cop want kill anglo citizen zigeuner cop rapist,hate_speech,0,1
2816,chalecarlo fuck outta put trash ass ink faggot ass self pussy,hate_speech,0,0
3398,hovaa niggerfood niggerperson nigger,hate_speech,0,3
7332,xloitersquadx lunch fat faggot,hate_speech,0,1
21420,pic circulate jihadis call kill http pun fnvbal saudi isis syria,hate_speech,0,3
5599,beesand call white trash money,hate_speech,0,0
22297,divorce teabagger florida attorney marriage reserve stable endure family unit http zwr wtf,hate_speech,0,3
22803,white trash okie don count real white people count white person count person okie aren people,hate_speech,0,3
16059,kissmy klassy exactly same shit yung jay nobody think mimi outta line invite stevie gay nicca,hate_speech,0,0
1853,medaoriginbitch friend greet insult morbidmermaid evanbecker nigger,hate_speech,0,3
23367,bitch niggas,hate_speech,0,0
9862,hoes thnk win nigga that s ridin fence start givin lil attention win hoe wishywashy ass nigga,hate_speech,0,0
7264,mention ugly cunt back iran,hate_speech,0,1
3700,juanyeeze shut beaner ass spic hop faggot ass back across border little nigga listen pitbull,hate_speech,0,1
16069,koolqueef color entire arm black sharpie fist wife asshole know nigger dick feel,hate_speech,0,3
4048,matt petrie geta life faggot,hate_speech,0,1
14675,chiefkeef dat bitch katy perry suck skin off dick,hate_speech,0,0
9256,fuck pussy fuck mouth fuck ass cause nasty,hate_speech,0,0
23208,yost portsmouth big white trash county nation yostknowsmost idowntown,hate_speech,0,3
5310,iamken team niggas trash lol,hate_speech,0,0
5840,denytheprophecy thank ignore text fag,hate_speech,0,1
15153,fazededo reject constantly call house threaten rape mom karma bitch rot hell faggot,hate_speech,0,3
11230,tired stupid decide show video trigonometric notion yeah wanted say hoe,hate_speech,0,1
18062,whitesonly nigger http ujalky,hate_speech,0,0
8941,elizabeth stupid hoe,hate_speech,0,1
1542,three westsideflee kekepalmer damn wifey fall back nigga don share hoe,hate_speech,0,0
1260,funnypicsdepot fucking white people http uyjgzux bitch wut,hate_speech,0,0
7859,awk don own nephew cousin race lmao break ugly bitch fuck don,hate_speech,0,1
9085,feminist aka bitch,hate_speech,0,2
7023,shefeelsd payne hell naw ain star team lol sure white honkey call nigga,hate_speech,0,0
19439,kiddsmy pyt new boyfriend doin hoe,hate_speech,0,0
10968,think dat miss facetious call nigger move away dark side mean,hate_speech,0,0
4552,rniswirvinn lilkev wrong stupid nigger,hate_speech,0,1
7583,lil bald headed bitch standn kevin gate tryna,hate_speech,0,0
4442,prophzilla don hate blow hipster hate faggot say love music off bad,hate_speech,0,3
21438,faggot rant,hate_speech,0,3
11907,stink must pussy ass niggas talkin shit tomyfacebro test,hate_speech,0,0
3902,legionary jomavaesjos ebloa case texas kill nigger safe,hate_speech,0,3
20538,roman catholic trash catholic europe bad name,hate_speech,0,3
6969,sarahvicwood murder fucking cunt,hate_speech,0,1
5939,erinscafe hate yankee right feel good hating,hate_speech,0,1
22681,pussy nigga sock doesn knock,hate_speech,0,1
565,these sour apple bitter bitch fuckin wit,hate_speech,0,0
7178,tiffantasticc dad genuine happy guy kid aren niggers jimmy nigga eva,hate_speech,0,1
7681,yellow combine indycar honda,hate_speech,0,3
6019,gezus die car accident faggot,hate_speech,0,3
18676,boburnham gay culture consider cool america teen wigger straggot,hate_speech,0,3
15681,itssongoku niggas ask hoes http gxggzfc,hate_speech,0,0
7110,harris work route run catch good grier fun white trash racist fan fsu,hate_speech,0,3
24323,harry style hot next faggot,hate_speech,0,3
6009,gellebeaux whatever hoe bitch fag beat you all sad ass,hate_speech,0,0
16593,nroth wow stupid nigger lebron come,hate_speech,0,1
23883,guy complain gay over sensitive response look complain little pussy waahh waahh hypocrite,hate_speech,0,3
14042,strangeangel swag off fag sauce,hate_speech,0,1
19515,librarianknight queer lady templar point,hate_speech,0,3
22273,truth adolfhibsta faggot turn down hairy pussy,hate_speech,0,0
8509,chicken nigger love dat chicken popeyes http yjfh havav,hate_speech,0,0
1937,ttevy want affection want leave alone issue fag,hate_speech,0,3
8399,ceasefire let towel head try attack israel cry national medium pop,hate_speech,0,3
13974,rino trash speakerboehner karlrove frankluntz conservatives democrat party black slave property tcot,hate_speech,0,3
24191,look hillbilly match good goodnight loser http caghblkaxq,hate_speech,0,3
6732,mrgeology ignorant cement head hillbilly tax can not fuckin read fucking knob gobble douchebag,hate_speech,0,3
20902,smh nigger amp music knowledge,hate_speech,0,0
3382,hollowdadonlom god damn chink http fgp vgo,hate_speech,0,0
7029,sho mitchvorce chill pussy gay,hate_speech,0,0
15093,earlylegend don fuck these hoe amp don fuck niggas fuckin these hoe,hate_speech,0,0
1418,mikeypdacav love song john doe dope mirandawigley edenbaby faggot,hate_speech,0,1
4178,mrmooncricket atblackface uncleunco bobbybotsod fuckthemallcop racistnegro ugly gay nigga bitch fuck peace shit,hate_speech,0,0
966,bossmobbe racist fuck honkey,hate_speech,0,0
7828,leave iraq these towel head think fucking barge take over work hard set piss off,hate_speech,0,3
15308,gmb ace money nigga hoe love,hate_speech,0,0
2704,buckm joe cortez ultimate faggot fight prove,hate_speech,0,3
14204,anthonybialy well maryland bunch hateful redneck anyway,hate_speech,0,3
18267,collegehumor fully support same sex marriage stop call friend faggot,hate_speech,0,1
10764,miss ofay friend scare happening don chu worry lamar say colored folk,hate_speech,0,0
4572,roscoedash lmao soft ass nigga try act tough little bitch sit down watch sideline pussy,hate_speech,0,0
11574,someone part james white trash cultist,hate_speech,0,3
18573,anthonycampos lebron bitch suck nigger hope die,hate_speech,0,1
12496,lmao let these hoe hoe ain savin nem,hate_speech,0,0
9322,fuckin faggots man science know these fuck procreate help breeder treat fancy sin,hate_speech,0,3
15372,gottaluvlexci myhip dntlie tight pant loud color look fag,hate_speech,0,3
7718,definitely top makin beat city nigger love trap beat win admit,hate_speech,0,0
6512,kitlange stop oppress hear free speech stop shove lifestyle down throat amendment tcot teabagger,hate_speech,0,3
2702,buckm letsargueboxe sand nigger run over kidd,hate_speech,0,0
2438,anuglynigga retarded,hate_speech,0,3
21391,dumb black bitch card picture fuck mad ruin,hate_speech,0,1
13697,white trash call slant hindis moslem equal,hate_speech,0,3
23664,bitch mixed wit italian chinese african bitch cuz eat http zdwd,hate_speech,0,0
14198,annnna dav hate trailer trash,hate_speech,0,3
4264,newser big fucking deal cry baby nigger,hate_speech,0,0
3173,fit lifemike chanelisabeth hoe don put screenshot text hoe,hate_speech,0,0
10520,hate white trash try act equal make clear white trash,hate_speech,0,1
3003,deeznutsdoe wash butthole tongue little faggot,hate_speech,0,1
1885,rocafella waymoflydenu fleek vocabulary faggot,hate_speech,0,0
23947,fuck these fucking faggot ass rando find zoe ask account,hate_speech,0,3
6271,joeylattime mawson americ that s root team hate banwagone retard different favorite,hate_speech,0,3
4677,sexwith sockson faggot,hate_speech,0,1
4615,staccs wnt fold tell coon,hate_speech,0,1
8186,bro everybody fuck favorite color mango red charge phone way smh,hate_speech,0,3
14985,destrothenoble don support idiot teabagger teabagge openwide nekolin sleepinggiant,hate_speech,0,3
2555,barbod fcb cblaze oddbeast cracker jack shut fuck,hate_speech,0,3
4528,revolutionuk jesus love muzzie torturer fucking animal savage,hate_speech,0,3
260,theomaxximus gerryshalloweenparty http ycrsrnjhc halloween stupid nigger,hate_speech,0,1
21071,someone shut beaner please,hate_speech,0,1
12722,man swear nation hit tony drive chink smash,hate_speech,0,3
9329,fucking gook,hate_speech,0,1
22482,wash coon hair,hate_speech,0,0
4221,bro niccol lmao nigga shoulda balless dat cold bitch will not stop blowin swaagg,hate_speech,0,0
10711,love fuckin wit people givin greedy ass nigas old cracker wit expire cheese dey callin nigga shittin likea goose,hate_speech,0,0
7535,ain shit fucking nigga bitch askin pussy say yours lmao bitch steal pussy lol,hate_speech,0,0
4913,thechicagobaker stopbeingfamous raniakhalek bird wedlock rate white father run away,hate_speech,0,3
2724,charlesbarrkley hey sir house nigger uncle tom aren grand ole mississippi rest case,hate_speech,0,3
11910,nice unfollow fag,hate_speech,0,1
4076,menachemdreyfus natlfascist waspnse shit ass shabbat moms pussy jew bastard come heil hitler,hate_speech,0,0
17964,vatxn illegal alien race crime muchomacho mcdonalds jeandeaux cspanwj wetback http ypelyop,hate_speech,0,3
15420,shit mfs same spot yrs beef same nigha sleep same hoe eat same restau,hate_speech,0,0
3012,derek kirchner tori mill fag,hate_speech,0,0
5388,angelaaau hey fag,hate_speech,0,1
6032,godrocamora faggot,hate_speech,0,1
3054,donnerkay surlyrevenant enrage mike brown lethal weapon leg hatred police amp whitey add fuel arsenal,hate_speech,0,3
17814,torahblaze sonofyahweh ashame themselves single life fuck nasty faggot ass white man,hate_speech,0,3
20470,raunchy ass hoe,hate_speech,0,0
3073,drfreezeburnn daithidenogla learn many retard find search trend topic,hate_speech,0,3
14212,arbogucci brandon phelps hoe ass nigga wen smack lil bitch,hate_speech,0,0
20923,decide drive good walmart colored folk don food,hate_speech,0,3
3363,heilsidious sion faggot meh gank pre post gank pretty meh tank nothing special imo mao,hate_speech,0,3
2516,ayefuckwoody coryburgess literally eat asshole living faggot seem little confused,hate_speech,0,3
10676,take niggas hoe stop,hate_speech,0,0
17190,sam james william haydenhill aknadnrye khalilreed don care tho cracker,hate_speech,0,0
22459,wait wetback sycksyllable http wqzduzze,hate_speech,0,1
18406,bettyboo well pray don send nude bitch,hate_speech,0,1
19527,lildurk don fuck bitch niggas fuck niggas bitch,hate_speech,0,0
15009,divamonroe uhoe niggas wanna talk god gay pussy eat ain god,hate_speech,0,0
6010,genuinemitzi nonvictional fag,hate_speech,0,0
352,jgabsss stacey dash win http pdlg rjol badd bitch evaaaa,hate_speech,0,0
19413,kcarmouche real don put money nigga book chu buy bitch chanel hit puss,hate_speech,0,0
8567,cuss fat redneck yolo shawnnasanford meganmonday kelsss lynn,hate_speech,0,3
2842,chink shut chink,hate_speech,0,0
15707,jhazethagod niggas call bitch fight bitch naw whomp trick feel come,hate_speech,0,0
1068,lbum fotos gaywrite make project queer student harvard highlights http xmaqtf,hate_speech,0,3
9393,george michael fag,hate_speech,0,3
5987,fucktyler fuck spear chucker,hate_speech,0,0
3198,freddyamazin ratchet look nigger,hate_speech,0,0
16686,nowomanisright good girl want hoe go to niggas attention,hate_speech,0,0
2459,anthonycumia totally correct anthony livin round dem colored folk bringin down hood dem propery value,hate_speech,0,0
85,blackman tide whalelookyhere howdydowdy queer gaywad,hate_speech,0,2
23185,bitch dick crib pass love,hate_speech,0,0
3912,lexvan back nigeria faggot,hate_speech,0,1
582,hate nigger hate faggot hate spic kkk rally,hate_speech,0,1
15711,jmanziel realzachk enn jmanziel faggot texas fan,hate_speech,0,1
6215,jakiekoelewijn nigga bitch fucking cracker gay ass mention,hate_speech,0,0
14234,assholeofdayear rudy gay faggot change name money,hate_speech,0,1
7662,muzzy lover thing tell muzzie mideast leave israel alone don start shit win shit israel,hate_speech,0,3
15809,jihadistjoe muslims military honour whatsoever sub human savage slaughter unarmed man woman amp child http,hate_speech,0,3
12512,lmao niggas regionally picky hoe say twitter make fun tho,hate_speech,0,0
19475,kwagiheath comfortable niccas say com tha ble smh,hate_speech,0,0
16591,nignoramus suggestion play piersmorgan racist nigger stop callin nigga,hate_speech,0,3
17695,theonlyreed idc phone lol silly nigger,hate_speech,0,0
7253,vernon town movie friend stab nig send prison justice,hate_speech,0,3
13023,doctor tonight miserable cunt nurse piss off,hate_speech,0,3
9044,faggot ass bitch nigga,hate_speech,0,0
4729,soldier eaodgrn don fly fuck teabagger piece human garbage think,hate_speech,0,3
2819,chandailbailey steezeyflow hunturpls accept fact hipster faggot,hate_speech,0,3
11070,wasn call faggot lol,hate_speech,0,1
6622,maggie burdi nickgoldapp lmao dude big fag nebraska,hate_speech,0,3
7372,young moniee chink email move china slicing throat,hate_speech,0,3
6055,gvvenivere learn type hillbilly,hate_speech,0,3
4179,mrmooncricket fuckthemallcop atblackface uncleunco bobbybotsod racistnegro coon uncle tom,hate_speech,0,0
2902,crackerjhak fag,hate_speech,0,3
3242,genetnbarockbox old man hope survive silly jigga boo monkey,hate_speech,0,1
20901,smh queer,hate_speech,0,0
13660,americans hire white trash tie international terrorism police officer,hate_speech,0,3
2297,professor bet starbuck queer,hate_speech,0,1
2472,arbogucci guy suppose ass suck queer,hate_speech,0,3
3952,lobstrthinktank yeah people woman laff set apart man love real niggas nigger,hate_speech,0,0
14528,buckm do not draft squad go to problem drop faggot jesus,hate_speech,0,3
21037,niggas save hoe,hate_speech,0,0
6750,ncrusade godmaniac wage fag,hate_speech,0,3
4298,notoriousbm gezus rodriguez block faggot,hate_speech,0,1
6236,jdickerson scottpelley bobschieffer racist ntx trash norahodonnell hate particular man butler,hate_speech,0,0
12777,matt cancer free get to hoe throw booty,offensive_language,1,0
5406,illionaire take hoe lol,offensive_language,1,0
12915,mother bitch,offensive_language,1,3
16429,menstruai hearing bitch tell story think lie lie lie,offensive_language,1,0
10209,don glorify dis shit bitch,offensive_language,1,0
18114,xnastyy ain bitch amp ain snitch,offensive_language,1,0
13425,nooo sailor moon squad club bitch lookin good https,offensive_language,1,0
24178,lol beautywin stupid ass bitch luvgoodspliff remember michael brown feel old http,offensive_language,1,1
1751,dominiloka pussy lie girl wack don hate appreciate,offensive_language,1,0
18763,christeaa turn hoe house wife babbyyy,offensive_language,1,0
19247,imgonzoe hook money pussy weed bonus,offensive_language,1,0
24765,hoe spice,offensive_language,1,0
5568,shiznitt cum thru bitch,offensive_language,1,0
12023,i ve see part pussy town lolololol song thoo,offensive_language,1,3
11462,idgaf someone havin cure let bitch burn,offensive_language,1,0
9395,dope new job bruh brizgotti good luck pussy combmyafro interview aka money,offensive_language,1,0
10506,hate hoe tweet hoe okay be not hypocritical,offensive_language,1,0
12928,murda mook,offensive_language,1,0
16020,killallsimps logic hoe flowaaabomb single nobody tell right right,offensive_language,1,0
7230,uhcokee cunt nobody like choke shit,offensive_language,1,1
16554,murderhigashi can not worried bout bitch,offensive_language,1,0
9112,fireball turn cool liquor sponsor drink pussy country dude hear song,offensive_language,1,3
17205,sashanexx find mega carrot store retweet shove pussy pic http lymlquclwj,offensive_language,1,1
22351,think nig,offensive_language,1,0
10766,must bitch,offensive_language,1,0
152,jewelxo pornhub gaming stream feature these dumb bitch gtfo pornhub katie,offensive_language,1,0
6188,itsjaylaaa bitch sure,offensive_language,1,3
10524,hoe,offensive_language,1,0
19338,jcash bradshaw ain hoe,offensive_language,1,0
13548,please pussy,offensive_language,1,1
1381,leggsmania next bitch beat ass job lol,offensive_language,1,0
19038,geechiegal act ion kno dat bitch,offensive_language,1,0
7400,zzzentropy guynamedjordan bitch boy,offensive_language,1,0
15057,drrake hoe tho right http gle rsfkwj,offensive_language,1,0
17250,sexualtruth sex fact lot woman say ass eat feel well pussy eat,offensive_language,1,3
8582,cuz pussy pussy man,offensive_language,1,0
14714,clicquotsuave bitch lobby plenty bitch lobby,offensive_language,1,0
16361,makeit amiller mike stud hoodieallen hoodie little bitch hear hoodie team mike put,offensive_language,1,3
5357,thecrownedhead bitch,offensive_language,1,0
15172,fck witcho man fuck michigan many wanna thug ask pussy bitch next,offensive_language,1,0
23834,fuck rite pussy,offensive_language,1,0
4717,slumlord laffy bitch,offensive_language,1,0
18416,tharealist dono yea hoe rock,offensive_language,1,0
19402,kanyebreast seeee phontigallo let bitch hop mention hear http vqhwqhvnwb,offensive_language,1,0
19682,milesfan fridayfave onebillionbuck bitch dress church club gym slay vampire http,offensive_language,1,3
22267,trust say foot stomp hurt fucking bitch,offensive_language,1,0
6575,lilmenifee yeah read shit fast bitch,offensive_language,1,0
1256,friendlyassh fat bitch needa stop bite lip take picture look hungry sexy,offensive_language,1,0
606,cunt,offensive_language,1,3
3106,edgarguillenjr clark blakeanderson bitch hit girl,offensive_language,1,1
9780,hello new follower anime love nigger poor afford laptop result theater player darth,offensive_language,1,3
8962,gtta sittn bitch house,offensive_language,1,0
14469,breebgorgeous females don freaky niggas gossip bitch,offensive_language,1,0
3433,huntermoore juicy pussy,offensive_language,1,0
1839,lildebo rich let bitch mad niggas don think,offensive_language,1,0
3169,fernandezice quit pussy,offensive_language,1,0
2951,damianhuffaker haha kiddin fag taylerhatesyou well fishin shit,offensive_language,1,3
18333,pimpc koniikonn weezy wee ask bitch gay sexual wtf sexual don mind ask,offensive_language,1,1
12770,marijuana hydro pussy hoe ass titty,offensive_language,1,0
15751,jaredfayne sound country hick perk kentucky,offensive_language,1,3
13191,nah nicca light dark ass lol swiper vonshayeb knowww that s baby picture lol,offensive_language,1,0
13550,shit light bitch,offensive_language,1,0
4891,thatboyace straight pussy,offensive_language,1,0
19148,idntwearcondom hoe,offensive_language,1,2
3387,honchopikasoe lmao hell yea love thick bitch amp thick bitch love fat niggas,offensive_language,1,0
17996,vineforthebyrd bae text hoe https hetowese,offensive_language,1,0
21388,depression shit trash,offensive_language,1,0
8629,damn lol pearl kiss take picture long stare weird ass bitch,offensive_language,1,1
16265,lookinnnass pussy whisker,offensive_language,1,0
2689,briscoefunnyguy kaeejones fuck hoe look sad,offensive_language,1,0
18818,cyb rvibes sejlasmajlovic funniest lmfaoooo https bblidp swag bitch,offensive_language,1,1
22280,try take othot drug bitch,offensive_language,1,1
21674,die didn breathe bitch,offensive_language,1,1
2805,cee murda bitch bye,offensive_language,1,0
8042,bitch ass people first call someone bitch,offensive_language,1,3
2288,kylegotjoke good pussy price tag,offensive_language,1,3
15187,fewjr markus pau hoe gon play trade deadline dislike guy yea helped bring chip soft,offensive_language,1,0
